subj_idx,condition,z_value,identity,stimulus,rt,choice
0,neutral,0.5,Self,0,0.28979384615729264,1
0,neutral,0.5,Self,0,0.4947938461572926,0
0,neutral,0.5,Self,0,0.3297938461572926,1
0,neutral,0.5,Self,0,0.28179384615729264,0
0,neutral,0.5,Self,0,1.0927938461572926,1
0,neutral,0.5,Self,0,0.29579384615729265,1
0,neutral,0.5,Self,0,0.4567938461572926,0
0,neutral,0.5,Self,0,0.5587938461572927,0
0,neutral,0.5,Self,0,0.5697938461572927,0
0,neutral,0.5,Self,0,1.0657938461572927,0
0,neutral,0.5,Self,0,0.6927938461572927,0
0,neutral,0.5,Self,0,0.5927938461572927,0
0,neutral,0.5,Self,0,0.4877938461572926,0
0,neutral,0.5,Self,0,0.4847938461572926,0
0,neutral,0.5,Self,0,0.6397938461572926,0
0,neutral,0.5,Self,0,0.5447938461572926,0
0,neutral,0.5,Self,0,0.3237938461572926,0
0,neutral,0.5,Self,0,0.8237938461572926,0
0,neutral,0.5,Self,0,0.6757938461572927,1
0,neutral,0.5,Self,0,0.5007938461572926,1
0,neutral,0.5,Self,0,0.5917938461572927,1
0,neutral,0.5,Self,0,0.43479384615729266,0
0,neutral,0.5,Self,0,0.7877938461572926,0
0,neutral,0.5,Self,0,0.8057938461572927,0
0,neutral,0.5,Self,0,0.28679384615729264,0
0,neutral,0.5,Self,0,0.30279384615729266,0
0,neutral,0.5,Self,0,0.5707938461572927,1
0,neutral,0.5,Self,0,0.3737938461572926,1
0,neutral,0.5,Self,0,0.5557938461572927,0
0,neutral,0.5,Self,0,0.33679384615729263,0
0,neutral,0.5,Self,0,0.5477938461572927,0
0,neutral,0.5,Self,0,0.40879384615729264,0
0,neutral,0.5,Self,0,0.7687938461572926,0
0,neutral,0.5,Self,0,0.6587938461572926,0
0,neutral,0.5,Self,0,0.5677938461572927,0
0,neutral,0.5,Self,0,0.4857938461572926,0
0,neutral,0.5,Self,0,0.3807938461572926,0
0,neutral,0.5,Self,0,0.7117938461572927,0
0,neutral,0.5,Self,0,0.47879384615729265,0
0,neutral,0.5,Self,0,0.35779384615729265,0
0,neutral,0.5,Self,0,0.28279384615729264,0
0,neutral,0.5,Self,0,0.8427938461572926,0
0,neutral,0.5,Self,0,0.33879384615729263,0
0,neutral,0.5,Self,0,0.3657938461572926,0
0,neutral,0.5,Self,0,0.8227938461572926,0
0,neutral,0.5,Self,0,0.30679384615729266,0
0,neutral,0.5,Self,0,0.6207938461572926,0
0,neutral,0.5,Self,0,0.4957938461572926,0
0,neutral,0.5,Self,0,0.3717938461572926,0
0,neutral,0.5,Self,0,0.39579384615729263,0
0,neutral,0.5,Self,0,0.6317938461572926,0
0,neutral,0.5,Self,0,0.4837938461572926,1
0,neutral,0.5,Self,0,0.4977938461572926,0
0,neutral,0.5,Self,0,0.43879384615729267,1
0,neutral,0.5,Stranger,1,0.5767938461572927,0
0,neutral,0.5,Stranger,1,0.6267938461572926,0
0,neutral,0.5,Stranger,1,0.6427938461572926,0
0,neutral,0.5,Stranger,1,0.46579384615729263,0
0,neutral,0.5,Stranger,1,0.34779384615729264,0
0,neutral,0.5,Stranger,1,0.5947938461572927,1
0,neutral,0.5,Stranger,1,0.5937938461572927,0
0,neutral,0.5,Stranger,1,0.33679384615729263,1
0,neutral,0.5,Stranger,1,0.5687938461572927,0
0,neutral,0.5,Stranger,1,0.27179384615729263,0
0,neutral,0.5,Stranger,1,0.6337938461572926,0
0,neutral,0.5,Stranger,1,0.9377938461572927,1
0,neutral,0.5,Stranger,1,0.40279384615729263,1
0,neutral,0.5,Stranger,1,0.30179384615729266,1
0,neutral,0.5,Stranger,1,0.5327938461572926,1
0,neutral,0.5,Stranger,1,0.5457938461572927,1
0,neutral,0.5,Stranger,1,0.5447938461572926,0
0,neutral,0.5,Stranger,1,0.30979384615729266,1
0,neutral,0.5,Stranger,1,0.3837938461572926,0
0,neutral,0.5,Stranger,1,0.6287938461572926,1
0,neutral,0.5,Stranger,1,0.28879384615729264,0
0,neutral,0.5,Stranger,1,0.41979384615729265,1
0,neutral,0.5,Stranger,1,0.5007938461572926,1
0,neutral,0.5,Stranger,1,0.4547938461572926,1
0,neutral,0.5,Stranger,1,0.6497938461572926,1
0,neutral,0.5,Stranger,1,0.3307938461572926,1
0,neutral,0.5,Stranger,1,0.3277938461572926,1
0,neutral,0.5,Stranger,1,0.5097938461572926,1
0,neutral,0.5,Stranger,1,0.4527938461572926,0
0,neutral,0.5,Stranger,1,0.47879384615729265,1
0,neutral,0.5,Stranger,1,0.5057938461572926,1
0,neutral,0.5,Stranger,1,0.30979384615729266,1
0,neutral,0.5,Stranger,1,0.3697938461572926,1
0,neutral,0.5,Stranger,1,0.46979384615729264,1
0,neutral,0.5,Stranger,1,0.3847938461572926,0
0,neutral,0.5,Stranger,1,1.5677938461572927,1
0,neutral,0.5,Stranger,1,0.42079384615729265,1
0,neutral,0.5,Stranger,1,0.3307938461572926,1
0,neutral,0.5,Stranger,1,0.3817938461572926,0
0,neutral,0.5,Stranger,1,0.5747938461572927,0
0,neutral,0.5,Stranger,1,0.5917938461572927,1
0,neutral,0.5,Stranger,1,0.42879384615729266,1
0,neutral,0.5,Stranger,1,0.46179384615729263,1
0,neutral,0.5,Stranger,1,0.6227938461572926,0
0,neutral,0.5,Stranger,1,0.43779384615729267,1
0,neutral,0.5,Stranger,1,0.6167938461572926,1
0,neutral,0.5,Stranger,1,0.3717938461572926,1
0,neutral,0.5,Stranger,1,0.40279384615729263,1
0,neutral,0.5,Stranger,1,0.6847938461572927,0
0,neutral,0.5,Stranger,1,0.40879384615729264,1
0,neutral,0.5,Stranger,1,0.3897938461572926,1
0,neutral,0.5,Stranger,1,0.4567938461572926,1
0,neutral,0.5,Stranger,1,0.31379384615729267,1
0,neutral,0.5,Stranger,1,0.40979384615729264,1
0,neutral,0.5,Stranger,1,0.43479384615729266,1
0,neutral,0.5,Stranger,1,0.3637938461572926,1
0,neutral,0.5,Stranger,1,0.33479384615729263,1
0,neutral,0.5,Stranger,1,0.5567938461572927,1
0,neutral,0.5,Stranger,1,0.5707938461572927,1
0,neutral,0.5,Stranger,1,0.8197938461572927,1
0,neutral,0.5,Stranger,1,0.30279384615729266,1
0,neutral,0.5,Stranger,1,0.5967938461572926,0
0,neutral,0.5,Stranger,1,0.3857938461572926,1
0,neutral,0.5,Stranger,1,0.5677938461572927,1
0,neutral,0.5,Stranger,1,0.3227938461572926,1
0,neutral,0.5,Stranger,1,0.31279384615729267,0
0,neutral,0.5,Stranger,1,0.8357938461572926,1
0,neutral,0.5,Stranger,1,0.42779384615729266,1
0,neutral,0.5,Stranger,1,0.5827938461572927,0
0,neutral,0.5,Stranger,1,0.3637938461572926,1
0,neutral,0.5,Stranger,1,0.3817938461572926,1
0,neutral,0.5,Stranger,1,0.30479384615729266,0
0,neutral,0.5,Stranger,1,0.46179384615729263,1
0,neutral,0.5,Stranger,1,0.7837938461572926,1
0,neutral,0.5,Stranger,1,0.43879384615729267,1
0,neutral,0.5,Stranger,0,0.9337938461572927,0
0,neutral,0.5,Stranger,0,0.42479384615729265,0
0,neutral,0.5,Stranger,0,0.8297938461572926,0
0,neutral,0.5,Stranger,0,1.5057938461572926,0
0,neutral,0.5,Stranger,0,0.46879384615729264,0
0,neutral,0.5,Stranger,0,0.33679384615729263,1
0,neutral,0.5,Stranger,0,0.31379384615729267,0
0,neutral,0.5,Stranger,0,0.5517938461572927,0
0,neutral,0.5,Stranger,0,0.43979384615729267,0
0,neutral,0.5,Stranger,0,0.33979384615729263,0
0,neutral,0.5,Stranger,0,0.3907938461572926,1
0,neutral,0.5,Stranger,0,0.3947938461572926,0
0,neutral,0.5,Stranger,0,0.3907938461572926,0
0,neutral,0.5,Stranger,0,0.9427938461572927,0
0,neutral,0.5,Stranger,0,0.30379384615729266,1
0,neutral,0.5,Stranger,0,0.31079384615729266,0
0,neutral,0.5,Stranger,0,0.35179384615729264,0
0,neutral,0.5,Stranger,0,0.6467938461572926,1
0,neutral,0.5,Stranger,0,0.31379384615729267,0
0,neutral,0.5,Stranger,0,0.6157938461572926,0
0,neutral,0.5,Stranger,0,0.30079384615729265,0
0,neutral,0.5,Stranger,0,0.40879384615729264,0
0,neutral,0.5,Stranger,0,0.46179384615729263,0
0,neutral,0.5,Stranger,0,0.35879384615729265,0
0,neutral,0.5,Stranger,0,0.8837938461572926,0
0,neutral,0.5,Stranger,0,0.6967938461572927,1
0,neutral,0.5,Stranger,0,0.5217938461572926,1
0,neutral,0.5,Stranger,0,0.4997938461572926,0
0,neutral,0.5,Stranger,0,0.4857938461572926,0
0,neutral,0.5,Stranger,0,0.3817938461572926,0
0,neutral,0.5,Stranger,0,0.33379384615729263,0
0,neutral,0.5,Stranger,0,0.6857938461572927,1
0,neutral,0.5,Stranger,0,0.7257938461572926,1
0,neutral,0.5,Stranger,0,0.8617938461572926,0
0,neutral,0.5,Stranger,0,0.8577938461572926,0
0,neutral,0.5,Stranger,0,0.3857938461572926,0
0,neutral,0.5,Stranger,0,0.7197938461572927,0
0,neutral,0.5,Stranger,0,0.34179384615729264,0
0,neutral,0.5,Stranger,0,0.41979384615729265,1
0,neutral,0.5,Stranger,0,0.3317938461572926,0
0,neutral,0.5,Stranger,0,0.3867938461572926,0
0,neutral,0.5,Stranger,0,0.6777938461572927,0
0,neutral,0.5,Stranger,0,0.7317938461572926,1
0,neutral,0.5,Stranger,0,0.9637938461572926,0
0,neutral,0.5,Stranger,0,1.5797938461572927,0
0,neutral,0.5,Stranger,0,0.5177938461572926,0
0,neutral,0.5,Stranger,0,0.3867938461572926,0
0,neutral,0.5,Stranger,0,0.6437938461572926,0
0,neutral,0.5,Stranger,0,0.5157938461572926,1
0,neutral,0.5,Stranger,0,0.35779384615729265,0
0,neutral,0.5,Stranger,0,0.6007938461572926,0
0,neutral,0.5,Stranger,0,0.33779384615729263,0
0,neutral,0.5,Stranger,0,0.41079384615729264,0
0,neutral,0.5,Stranger,0,0.43479384615729266,0
0,neutral,0.5,Stranger,0,1.1587938461572926,1
0,neutral,0.5,Stranger,0,0.6997938461572927,0
0,neutral,0.5,Stranger,0,0.7107938461572927,1
0,neutral,0.5,Stranger,0,0.5557938461572927,0
0,neutral,0.5,Stranger,0,0.5787938461572927,0
0,neutral,0.5,Stranger,0,0.48179384615729265,0
0,neutral,0.5,Stranger,0,0.5207938461572926,0
0,neutral,0.5,Stranger,0,0.3217938461572926,0
0,neutral,0.5,Stranger,0,0.5197938461572926,1
0,neutral,0.5,Stranger,0,0.7317938461572926,0
0,neutral,0.5,Stranger,0,0.9217938461572927,0
0,neutral,0.5,Stranger,0,0.4887938461572926,0
0,neutral,0.5,Stranger,0,0.40279384615729263,0
0,neutral,0.5,Stranger,0,0.28479384615729264,0
0,neutral,0.5,Stranger,0,0.3947938461572926,1
0,neutral,0.5,Stranger,0,0.30979384615729266,0
0,neutral,0.5,Stranger,0,1.0487938461572928,0
0,neutral,0.5,Stranger,0,0.33679384615729263,1
0,neutral,0.5,Stranger,0,0.42079384615729265,1
0,neutral,0.5,Stranger,0,0.4957938461572926,1
0,neutral,0.5,Stranger,0,0.6787938461572927,0
0,z_bias_small,0.55,Self,1,0.39779384615729263,1
0,z_bias_small,0.55,Self,1,0.3887938461572926,1
0,z_bias_small,0.55,Self,1,0.30279384615729266,1
0,z_bias_small,0.55,Self,1,0.5177938461572926,0
0,z_bias_small,0.55,Self,1,0.7277938461572926,1
0,z_bias_small,0.55,Self,1,0.5197938461572926,0
0,z_bias_small,0.55,Self,1,0.8837938461572926,1
0,z_bias_small,0.55,Self,1,0.3897938461572926,0
0,z_bias_small,0.55,Self,1,0.5287938461572926,1
0,z_bias_small,0.55,Self,1,0.3707938461572926,1
0,z_bias_small,0.55,Self,1,0.5697938461572927,0
0,z_bias_small,0.55,Self,1,1.4537938461572926,1
0,z_bias_small,0.55,Self,1,0.28379384615729264,1
0,z_bias_small,0.55,Self,1,0.40279384615729263,1
0,z_bias_small,0.55,Self,1,0.7037938461572927,1
0,z_bias_small,0.55,Self,1,0.5307938461572926,0
0,z_bias_small,0.55,Self,1,1.1567938461572926,0
0,z_bias_small,0.55,Self,1,0.6897938461572927,1
0,z_bias_small,0.55,Self,1,0.35779384615729265,1
0,z_bias_small,0.55,Self,1,1.2427938461572927,1
0,z_bias_small,0.55,Self,1,0.5587938461572927,1
0,z_bias_small,0.55,Self,1,0.44279384615729267,1
0,z_bias_small,0.55,Self,1,0.6957938461572927,0
0,z_bias_small,0.55,Self,1,0.4527938461572926,0
0,z_bias_small,0.55,Self,1,0.6297938461572926,1
0,z_bias_small,0.55,Self,1,0.35979384615729265,1
0,z_bias_small,0.55,Self,1,1.3127938461572926,1
0,z_bias_small,0.55,Self,1,0.8567938461572926,1
0,z_bias_small,0.55,Self,1,1.0517938461572927,0
0,z_bias_small,0.55,Self,1,0.5487938461572927,1
0,z_bias_small,0.55,Self,1,0.9037938461572926,1
0,z_bias_small,0.55,Self,1,0.29179384615729265,1
0,z_bias_small,0.55,Self,1,0.5667938461572927,1
0,z_bias_small,0.55,Self,1,0.3667938461572926,1
0,z_bias_small,0.55,Self,1,0.5187938461572926,1
0,z_bias_small,0.55,Self,1,0.3857938461572926,1
0,z_bias_small,0.55,Self,1,0.8267938461572926,0
0,z_bias_small,0.55,Self,1,0.35279384615729265,1
0,z_bias_small,0.55,Self,1,0.5667938461572927,1
0,z_bias_small,0.55,Self,1,0.33379384615729263,1
0,z_bias_small,0.55,Self,1,0.46079384615729263,1
0,z_bias_small,0.55,Self,1,0.3807938461572926,1
0,z_bias_small,0.55,Self,1,0.3257938461572926,1
0,z_bias_small,0.55,Self,1,1.2497938461572926,1
0,z_bias_small,0.55,Self,1,0.35079384615729264,1
0,z_bias_small,0.55,Self,1,0.35779384615729265,0
0,z_bias_small,0.55,Self,1,0.47179384615729264,1
0,z_bias_small,0.55,Self,1,0.30879384615729266,1
0,z_bias_small,0.55,Self,1,0.44479384615729267,1
0,z_bias_small,0.55,Self,1,0.5937938461572927,1
0,z_bias_small,0.55,Self,1,1.3907938461572926,1
0,z_bias_small,0.55,Self,1,0.7327938461572926,1
0,z_bias_small,0.55,Self,1,0.35879384615729265,0
0,z_bias_small,0.55,Self,1,0.33779384615729263,1
0,z_bias_small,0.55,Self,1,1.3677938461572927,1
0,z_bias_small,0.55,Self,1,0.5227938461572926,1
0,z_bias_small,0.55,Self,1,0.3737938461572926,1
0,z_bias_small,0.55,Self,1,0.5297938461572926,1
0,z_bias_small,0.55,Self,1,0.6977938461572927,1
0,z_bias_small,0.55,Self,1,0.5777938461572927,1
0,z_bias_small,0.55,Self,1,0.35579384615729265,1
0,z_bias_small,0.55,Self,1,0.4947938461572926,1
0,z_bias_small,0.55,Self,1,1.2497938461572926,1
0,z_bias_small,0.55,Self,1,0.36079384615729265,1
0,z_bias_small,0.55,Self,1,0.7237938461572926,1
0,z_bias_small,0.55,Self,1,0.3317938461572926,1
0,z_bias_small,0.55,Self,1,0.5797938461572927,1
0,z_bias_small,0.55,Self,1,0.3917938461572926,1
0,z_bias_small,0.55,Self,1,0.6667938461572926,0
0,z_bias_small,0.55,Self,1,0.6397938461572926,1
0,z_bias_small,0.55,Self,1,0.7657938461572926,1
0,z_bias_small,0.55,Self,1,0.5557938461572927,1
0,z_bias_small,0.55,Self,1,0.39879384615729263,1
0,z_bias_small,0.55,Self,1,0.39679384615729263,1
0,z_bias_small,0.55,Self,1,0.29179384615729265,1
0,z_bias_small,0.55,Self,0,0.7207938461572927,0
0,z_bias_small,0.55,Self,0,0.47579384615729264,0
0,z_bias_small,0.55,Self,0,0.6757938461572927,1
0,z_bias_small,0.55,Self,0,0.6427938461572926,0
0,z_bias_small,0.55,Self,0,0.6787938461572927,0
0,z_bias_small,0.55,Self,0,0.33679384615729263,1
0,z_bias_small,0.55,Self,0,0.7417938461572926,0
0,z_bias_small,0.55,Self,0,0.42179384615729265,0
0,z_bias_small,0.55,Self,0,0.3197938461572926,1
0,z_bias_small,0.55,Self,0,0.30779384615729266,0
0,z_bias_small,0.55,Self,0,0.7587938461572926,1
0,z_bias_small,0.55,Self,0,0.5937938461572927,1
0,z_bias_small,0.55,Self,0,0.6747938461572927,0
0,z_bias_small,0.55,Self,0,0.7507938461572926,0
0,z_bias_small,0.55,Self,0,0.7677938461572926,0
0,z_bias_small,0.55,Self,0,0.6057938461572926,1
0,z_bias_small,0.55,Self,0,0.3267938461572926,0
0,z_bias_small,0.55,Self,0,0.9007938461572926,1
0,z_bias_small,0.55,Self,0,0.46379384615729263,0
0,z_bias_small,0.55,Self,0,0.45879384615729263,0
0,z_bias_small,0.55,Self,0,0.8357938461572926,0
0,z_bias_small,0.55,Self,0,0.40779384615729264,0
0,z_bias_small,0.55,Self,0,0.7937938461572926,1
0,z_bias_small,0.55,Self,0,0.34179384615729264,0
0,z_bias_small,0.55,Self,0,1.3647938461572926,0
0,z_bias_small,0.55,Self,0,0.35879384615729265,1
0,z_bias_small,0.55,Self,0,0.4487938461572927,1
0,z_bias_small,0.55,Self,0,0.39679384615729263,0
0,z_bias_small,0.55,Self,0,0.42479384615729265,0
0,z_bias_small,0.55,Self,0,0.5337938461572926,0
0,z_bias_small,0.55,Self,0,0.5467938461572927,1
0,z_bias_small,0.55,Self,0,0.29379384615729265,0
0,z_bias_small,0.55,Self,0,0.6267938461572926,1
0,z_bias_small,0.55,Self,0,0.39679384615729263,1
0,z_bias_small,0.55,Self,0,0.41179384615729264,0
0,z_bias_small,0.55,Self,0,0.4507938461572927,0
0,z_bias_small,0.55,Self,0,0.3807938461572926,1
0,z_bias_small,0.55,Self,0,0.48079384615729265,0
0,z_bias_small,0.55,Self,0,1.0007938461572927,0
0,z_bias_small,0.55,Self,0,0.7437938461572926,0
0,z_bias_small,0.55,Self,0,0.3747938461572926,0
0,z_bias_small,0.55,Self,0,0.34579384615729264,0
0,z_bias_small,0.55,Self,0,0.7437938461572926,1
0,z_bias_small,0.55,Self,0,0.8757938461572926,0
0,z_bias_small,0.55,Self,0,0.7737938461572926,0
0,z_bias_small,0.55,Self,0,0.3847938461572926,0
0,z_bias_small,0.55,Self,0,0.36279384615729265,0
0,z_bias_small,0.55,Self,0,0.4537938461572926,0
0,z_bias_small,0.55,Self,0,0.7607938461572926,0
0,z_bias_small,0.55,Self,0,0.9007938461572926,0
0,z_bias_small,0.55,Self,0,0.29979384615729265,1
0,z_bias_small,0.55,Self,0,0.42679384615729266,0
0,z_bias_small,0.55,Self,0,0.3227938461572926,1
0,z_bias_small,0.55,Self,0,0.40579384615729264,0
0,z_bias_small,0.55,Self,0,0.39879384615729263,0
0,z_bias_small,0.55,Self,0,0.5187938461572926,0
0,z_bias_small,0.55,Self,0,0.7407938461572926,0
0,z_bias_small,0.55,Self,0,0.43179384615729266,0
0,z_bias_small,0.55,Self,0,0.5327938461572926,0
0,z_bias_small,0.55,Self,0,0.3717938461572926,1
0,z_bias_small,0.55,Self,0,0.29279384615729265,0
0,z_bias_small,0.55,Self,0,0.47379384615729264,0
0,z_bias_small,0.55,Self,0,0.7217938461572927,0
0,z_bias_small,0.55,Self,0,1.2657938461572926,0
0,z_bias_small,0.55,Self,0,0.47979384615729265,0
0,z_bias_small,0.55,Self,0,0.33979384615729263,1
0,z_bias_small,0.55,Self,0,1.1377938461572927,1
0,z_bias_small,0.55,Self,0,0.5867938461572927,0
0,z_bias_small,0.55,Self,0,0.3797938461572926,0
0,z_bias_small,0.55,Self,0,1.1097938461572927,0
0,z_bias_small,0.55,Self,0,0.47179384615729264,1
0,z_bias_small,0.55,Self,0,0.5647938461572927,1
0,z_bias_small,0.55,Self,0,0.39679384615729263,1
0,z_bias_small,0.55,Self,0,0.4457938461572927,1
0,z_bias_small,0.55,Self,0,0.5737938461572927,0
0,z_bias_small,0.55,Stranger,1,0.7127938461572927,1
0,z_bias_small,0.55,Stranger,1,0.8887938461572926,1
0,z_bias_small,0.55,Stranger,1,0.34379384615729264,0
0,z_bias_small,0.55,Stranger,1,0.3937938461572926,1
0,z_bias_small,0.55,Stranger,1,0.5437938461572926,0
0,z_bias_small,0.55,Stranger,1,0.29279384615729265,1
0,z_bias_small,0.55,Stranger,1,0.40279384615729263,1
0,z_bias_small,0.55,Stranger,1,0.46479384615729263,1
0,z_bias_small,0.55,Stranger,1,0.7017938461572927,0
0,z_bias_small,0.55,Stranger,1,0.3207938461572926,1
0,z_bias_small,0.55,Stranger,1,0.3857938461572926,1
0,z_bias_small,0.55,Stranger,1,1.2317938461572926,1
0,z_bias_small,0.55,Stranger,1,0.42379384615729265,1
0,z_bias_small,0.55,Stranger,1,0.8177938461572927,1
0,z_bias_small,0.55,Stranger,1,0.3867938461572926,0
0,z_bias_small,0.55,Stranger,1,0.3237938461572926,1
0,z_bias_small,0.55,Stranger,1,0.33579384615729263,1
0,z_bias_small,0.55,Stranger,1,1.2937938461572926,1
0,z_bias_small,0.55,Stranger,1,0.4477938461572927,1
0,z_bias_small,0.55,Stranger,1,1.6227938461572926,1
0,z_bias_small,0.55,Stranger,1,0.3677938461572926,0
0,z_bias_small,0.55,Stranger,1,0.7157938461572927,1
0,z_bias_small,0.55,Stranger,1,0.7617938461572926,1
0,z_bias_small,0.55,Stranger,1,0.46079384615729263,1
0,z_bias_small,0.55,Stranger,1,0.43879384615729267,1
0,z_bias_small,0.55,Stranger,1,0.8337938461572926,0
0,z_bias_small,0.55,Stranger,1,0.3257938461572926,0
0,z_bias_small,0.55,Stranger,1,0.5637938461572927,1
0,z_bias_small,0.55,Stranger,1,0.29379384615729265,1
0,z_bias_small,0.55,Stranger,1,0.31279384615729267,1
0,z_bias_small,0.55,Stranger,1,0.9357938461572927,0
0,z_bias_small,0.55,Stranger,1,0.29379384615729265,1
0,z_bias_small,0.55,Stranger,1,0.4917938461572926,1
0,z_bias_small,0.55,Stranger,1,1.3697938461572927,1
0,z_bias_small,0.55,Stranger,1,0.3887938461572926,0
0,z_bias_small,0.55,Stranger,1,0.3937938461572926,1
0,z_bias_small,0.55,Stranger,1,0.3197938461572926,1
0,z_bias_small,0.55,Stranger,1,0.4847938461572926,0
0,z_bias_small,0.55,Stranger,1,0.3237938461572926,0
0,z_bias_small,0.55,Stranger,1,0.5107938461572926,0
0,z_bias_small,0.55,Stranger,1,0.44279384615729267,1
0,z_bias_small,0.55,Stranger,1,0.3787938461572926,1
0,z_bias_small,0.55,Stranger,1,0.5627938461572927,1
0,z_bias_small,0.55,Stranger,1,0.9327938461572927,1
0,z_bias_small,0.55,Stranger,1,0.48079384615729265,0
0,z_bias_small,0.55,Stranger,1,0.5837938461572927,1
0,z_bias_small,0.55,Stranger,1,0.3327938461572926,1
0,z_bias_small,0.55,Stranger,1,0.40479384615729264,1
